date_of_bite,year,month,day_of_month,number_of_bites,precipitation,temperature_max,temperature_min,foggy_or_not,temperature_avg
2021-05-07,2021,5,7,12,0.0,66,49,0,57.5
2021-05-08,2021,5,8,8,0.05,55,48,1,51.5
2021-05-09,2021,5,9,10,0.47,65,46,1,55.5
2021-05-10,2021,5,10,12,0.03,60,47,1,53.5
2021-05-11,2021,5,11,8,0.0,67,49,0,58.0
2021-05-12,2021,5,12,10,0.0,68,46,0,57.0
2021-05-13,2021,5,13,6,0.0,72,50,0,61.0
2021-05-14,2021,5,14,8,0.0,76,52,0,64.0
2021-05-15,2021,5,15,11,0.0,79,55,0,67.0
2021-05-16,2021,5,16,10,0.01,75,59,0,67.0
2021-05-17,2021,5,17,5,0.0,78,56,0,67.0
2021-05-18,2021,5,18,12,0.0,82,60,0,71.0
2021-05-19,2021,5,19,8,0.0,86,65,0,75.5
2021-05-20,2021,5,20,15,0.0,76,59,0,67.5
2021-05-21,2021,5,21,11,0.0,79,58,0,68.5
2021-05-22,2021,5,22,3,0.0,89,65,0,77.0
2021-05-23,2021,5,23,11,0.0,88,68,0,78.0
2021-05-24,2021,5,24,6,0.0,68,59,0,63.5
2021-05-25,2021,5,25,9,0.0,73,58,0,65.5
2021-05-26,2021,5,26,6,0.07,86,65,1,75.5
2021-05-27,2021,5,27,13,0.02,81,65,1,73.0
2021-05-28,2021,5,28,11,1.22,69,49,1,59.0
2021-05-29,2021,5,29,6,0.46,51,47,1,49.0
2021-05-30,2021,5,30,4,0.89,51,47,1,49.0
2021-05-31,2021,5,31,8,0.02,70,49,1,59.5
2021-06-01,2021,6,1,4,0.0,76,57,0,66.5
2021-06-02,2021,6,2,13,0.0,75,62,0,68.5
2021-06-03,2021,6,3,12,0.38,74,60,1,67.0
2021-06-04,2021,6,4,12,0.39,78,63,1,70.5
2021-06-05,2021,6,5,6,0.0,89,66,0,77.5
2021-06-06,2021,6,6,11,0.0,92,76,0,84.0
2021-06-07,2021,6,7,9,0.07,91,76,1,83.5
2021-06-08,2021,6,8,4,0.47,90,72,1,81.0
2021-06-09,2021,6,9,9,0.01,90,72,1,81.0
2021-06-10,2021,6,10,13,0.0,84,65,0,74.5
2021-06-11,2021,6,11,7,0.0,69,62,0,65.5
2021-06-12,2021,6,12,10,0.0,69,62,0,65.5
2021-06-13,2021,6,13,8,0.01,76,62,0,69.0
2021-06-14,2021,6,14,11,0.22,73,64,1,68.5
2021-06-15,2021,6,15,12,0.0,80,66,0,73.0
2021-06-16,2021,6,16,14,0.0,77,62,0,69.5
2021-06-17,2021,6,17,13,0.0,78,57,0,67.5
2021-06-18,2021,6,18,18,0.0,84,63,0,73.5
2021-06-19,2021,6,19,11,0.14,88,65,1,76.5
2021-06-20,2021,6,20,16,0.0,86,66,0,76.0
2021-06-21,2021,6,21,11,0.0,86,75,0,80.5
2021-06-22,2021,6,22,6,0.24,78,59,1,68.5
2021-06-23,2021,6,23,5,0.0,76,55,0,65.5
2021-06-24,2021,6,24,6,0.0,77,61,0,69.0
2021-06-25,2021,6,25,12,0.0,81,64,0,72.5
2021-06-26,2021,6,26,6,0.04,83,68,1,75.5
2021-06-27,2021,6,27,14,0.0,90,73,0,81.5
2021-06-28,2021,6,28,12,0.0,92,76,0,84.0
2021-06-29,2021,6,29,7,0.0,95,78,0,86.5
2021-06-30,2021,6,30,11,0.65,98,73,1,85.5
2021-07-01,2021,7,1,5,0.9,84,72,1,78.0
2021-07-02,2021,7,2,5,0.67,79,62,1,70.5
2021-07-03,2021,7,3,6,0.34,66,59,1,62.5
2021-07-04,2021,7,4,15,0.0,79,60,1,69.5
2021-07-05,2021,7,5,8,0.0,83,67,1,75.0
2021-07-06,2021,7,6,10,0.55,92,71,1,81.5
2021-07-07,2021,7,7,8,0.0,91,71,1,81.0
2021-07-08,2021,7,8,15,2.27,84,71,1,77.5
2021-07-09,2021,7,9,9,2.06,85,70,1,77.5
2021-07-10,2021,7,10,12,0.27,81,68,1,74.5
2021-07-11,2021,7,11,13,0.01,78,70,1,74.0
2021-07-12,2021,7,12,9,1.42,86,72,1,79.0
2021-07-13,2021,7,13,12,0.0,72,69,1,70.5
2021-07-14,2021,7,14,14,0.0,87,69,1,78.0
2021-07-15,2021,7,15,6,0.0,89,74,0,81.5
2021-07-16,2021,7,16,8,0.0,91,79,0,85.0
2021-07-17,2021,7,17,10,0.62,91,73,1,82.0
2021-07-18,2021,7,18,4,0.03,84,72,1,78.0
2021-07-19,2021,7,19,6,0.01,81,71,0,76.0
2021-07-20,2021,7,20,12,0.0,86,73,0,79.5
2021-07-21,2021,7,21,8,0.05,80,70,1,75.0
2021-07-22,2021,7,22,16,0.0,81,67,0,74.0
2021-07-23,2021,7,23,10,0.01,83,67,0,75.0
2021-07-24,2021,7,24,14,0.0,84,67,0,75.5
2021-07-25,2021,7,25,15,0.49,83,66,1,74.5
2021-07-26,2021,7,26,12,0.78,88,72,1,80.0
2021-07-27,2021,7,27,7,0.0,89,73,0,81.0
2021-07-28,2021,7,28,10,0.14,81,69,1,75.0
2021-07-29,2021,7,29,2,0.47,77,69,1,73.0
2021-07-30,2021,7,30,9,0.0,82,67,1,74.5
2021-07-31,2021,7,31,12,0.0,77,60,0,68.5
2021-08-01,2021,8,1,11,0.04,77,66,1,71.5
2021-08-02,2021,8,2,8,0.0,80,63,0,71.5
2021-08-03,2021,8,3,9,0.0,79,65,0,72.0
2021-08-04,2021,8,4,12,0.0,76,67,0,71.5
2021-08-05,2021,8,5,6,0.0,81,69,0,75.0
2021-08-06,2021,8,6,12,0.0,88,70,0,79.0
2021-08-07,2021,8,7,11,0.0,87,73,0,80.0
2021-08-08,2021,8,8,10,0.21,77,66,1,71.5
2021-08-09,2021,8,9,8,0.0,81,69,1,75.0
2021-08-10,2021,8,10,5,0.83,84,71,1,77.5
2021-08-11,2021,8,11,4,0.18,89,73,1,81.0
2021-08-12,2021,8,12,8,0.0,93,74,0,83.5
2021-08-13,2021,8,13,7,0.0,94,78,0,86.0
2021-08-14,2021,8,14,14,0.0,88,76,0,82.0
2021-08-15,2021,8,15,19,0.0,83,70,0,76.5
2021-08-16,2021,8,16,8,0.0,83,69,0,76.0
2021-08-17,2021,8,17,8,0.0,81,73,0,77.0
2021-08-18,2021,8,18,7,0.0,83,74,0,78.5
2021-08-19,2021,8,19,5,0.2,85,75,1,80.0
2021-08-20,2021,8,20,10,0.0,82,75,0,78.5
2021-08-21,2021,8,21,8,4.45,82,73,1,77.5
2021-08-22,2021,8,22,5,2.67,76,70,1,73.0
2021-08-23,2021,8,23,9,1.07,83,71,1,77.0
2021-08-24,2021,8,24,4,0.0,89,72,0,80.5
2021-08-25,2021,8,25,11,0.0,91,72,0,81.5
2021-08-26,2021,8,26,9,0.0,91,78,0,84.5
2021-08-27,2021,8,27,11,0.67,93,75,1,84.0
2021-08-28,2021,8,28,15,0.0,80,68,0,74.0
2021-08-29,2021,8,29,12,0.0,76,67,0,71.5
2021-08-30,2021,8,30,7,0.0,85,73,1,79.0
2021-08-31,2021,8,31,7,0.0,83,73,0,78.0
2021-09-01,2021,9,1,5,7.13,78,63,1,70.5
2021-09-02,2021,9,2,8,0.1,77,61,1,69.0
2021-09-03,2021,9,3,5,0.0,74,59,0,66.5
2021-09-04,2021,9,4,7,0.0,79,61,0,70.0
2021-09-05,2021,9,5,9,0.02,74,67,1,70.5
2021-09-06,2021,9,6,6,0.0,81,69,1,75.0
2021-09-07,2021,9,7,5,0.0,79,65,0,72.0
2021-09-08,2021,9,8,9,0.0,82,70,0,76.0
2021-09-09,2021,9,9,6,0.26,76,68,1,72.0
2021-09-10,2021,9,10,7,0.0,74,63,0,68.5
2021-09-11,2021,9,11,7,0.0,76,60,0,68.0
2021-09-12,2021,9,12,9,0.0,81,66,0,73.5
2021-09-13,2021,9,13,5,0.12,83,67,1,75.0
2021-09-14,2021,9,14,9,0.0,80,67,1,73.5
2021-09-15,2021,9,15,9,0.0,85,71,1,78.0
2021-09-16,2021,9,16,5,0.0,76,71,0,73.5
2021-09-17,2021,9,17,10,0.0,75,69,1,72.0
2021-09-18,2021,9,18,3,0.0,84,69,0,76.5
2021-09-19,2021,9,19,3,0.0,76,64,0,70.0
2021-09-20,2021,9,20,6,0.0,75,63,0,69.0
2021-09-21,2021,9,21,6,0.09,76,63,1,69.5
2021-09-22,2021,9,22,10,0.01,79,72,1,75.5
2021-09-23,2021,9,23,5,1.37,79,64,1,71.5
2021-09-24,2021,9,24,10,0.66,72,57,1,64.5
2021-09-25,2021,9,25,10,0.0,75,57,0,66.0
2021-09-26,2021,9,26,7,0.0,71,61,0,66.0
2021-09-27,2021,9,27,6,0.0,78,62,0,70.0
2021-09-28,2021,9,28,1,0.27,71,61,1,66.0
2021-09-29,2021,9,29,6,0.0,68,54,0,61.0
2021-09-30,2021,9,30,13,0.0,65,55,0,60.0
2021-10-01,2021,10,1,8,0.0,67,51,0,59.0
2021-10-02,2021,10,2,8,0.0,74,57,0,65.5
2021-10-03,2021,10,3,10,0.0,77,61,0,69.0
2021-10-04,2021,10,4,7,0.15,73,62,1,67.5
2021-10-05,2021,10,5,5,0.0,65,60,1,62.5
2021-10-06,2021,10,6,3,0.0,69,61,0,65.0
2021-10-07,2021,10,7,5,0.0,73,62,1,67.5
2021-10-08,2021,10,8,3,0.0,76,61,1,68.5
2021-10-09,2021,10,9,10,0.0,67,60,0,63.5
2021-10-10,2021,10,10,6,0.11,66,61,1,63.5
2021-10-11,2021,10,11,4,0.0,71,61,0,66.0
2021-10-12,2021,10,12,7,0.0,69,61,0,65.0
2021-10-13,2021,10,13,7,0.0,69,61,0,65.0
2021-10-14,2021,10,14,7,0.0,76,62,1,69.0
2021-10-15,2021,10,15,5,0.0,79,63,0,71.0
2021-10-16,2021,10,16,7,0.25,76,56,1,66.0
2021-10-17,2021,10,17,9,0.0,61,51,0,56.0
2021-10-18,2021,10,18,5,0.0,58,49,0,53.5
2021-10-19,2021,10,19,9,0.0,66,47,0,56.5
2021-10-20,2021,10,20,6,0.0,75,56,0,65.5
2021-10-21,2021,10,21,8,0.0,73,59,0,66.0
2021-10-22,2021,10,22,6,0.0,69,57,0,63.0
2021-10-23,2021,10,23,7,0.01,59,48,0,53.5
2021-10-24,2021,10,24,8,0.03,59,47,1,53.0
2021-10-25,2021,10,25,6,0.23,73,55,1,64.0
2021-10-26,2021,10,26,4,3.3,63,54,1,58.5
2021-10-27,2021,10,27,12,0.16,61,53,1,57.0
2021-10-28,2021,10,28,10,0.0,57,49,0,53.0
2021-10-29,2021,10,29,9,0.41,56,47,1,51.5
2021-10-30,2021,10,30,6,0.57,64,53,1,58.5
2021-10-31,2021,10,31,11,0.04,63,55,1,59.0
2021-11-01,2021,11,1,4,0.0,58,50,0,54.0
2021-11-02,2021,11,2,10,0.0,53,44,0,48.5
2021-11-03,2021,11,3,17,0.0,51,41,0,46.0
2021-11-04,2021,11,4,9,0.0,50,39,0,44.5
2021-11-05,2021,11,5,13,0.0,51,39,0,45.0
2021-11-06,2021,11,6,10,0.0,52,40,0,46.0
2021-11-07,2021,11,7,11,0.0,53,40,1,46.5
2021-11-08,2021,11,8,10,0.0,63,44,0,53.5
2021-11-09,2021,11,9,8,0.0,68,50,0,59.0
2021-11-10,2021,11,10,9,0.0,64,49,0,56.5
2021-11-11,2021,11,11,9,0.01,61,45,0,53.0
2021-11-12,2021,11,12,9,0.48,65,51,1,58.0
2021-11-13,2021,11,13,12,0.33,62,40,1,51.0
2021-11-14,2021,11,14,11,0.02,48,38,0,43.0
2021-11-15,2021,11,15,9,0.0,47,39,0,43.0
2021-11-16,2021,11,16,11,0.0,49,36,0,42.5
2021-11-17,2021,11,17,5,0.0,57,38,0,47.5
2021-11-18,2021,11,18,8,0.09,69,46,1,57.5
2021-11-19,2021,11,19,5,0.01,48,39,0,43.5
2021-11-20,2021,11,20,3,0.0,47,35,0,41.0
2021-11-21,2021,11,21,10,0.01,56,44,0,50.0
2021-11-22,2021,11,22,2,0.04,55,35,1,45.0
2021-11-23,2021,11,23,7,0.0,42,32,0,37.0
2021-11-24,2021,11,24,6,0.0,45,30,0,37.5
2021-11-25,2021,11,25,9,0.01,56,39,0,47.5
2021-11-26,2021,11,26,4,0.12,47,37,1,42.0
2021-11-27,2021,11,27,7,0.0,39,34,0,36.5
2021-11-28,2021,11,28,8,0.0,41,33,0,37.0
2021-11-29,2021,11,29,7,0.0,45,33,0,39.0
2021-11-30,2021,11,30,4,0.0,41,31,0,36.0
2021-12-01,2021,12,1,7,0.0,49,40,0,44.5
2021-12-02,2021,12,2,4,0.04,58,45,1,51.5
2021-12-03,2021,12,3,5,0.0,48,37,0,42.5
2021-12-04,2021,12,4,4,0.0,48,36,0,42.0
2021-12-05,2021,12,5,9,0.0,49,39,0,44.0
2021-12-06,2021,12,6,6,0.42,61,43,1,52.0
2021-12-07,2021,12,7,8,0.0,43,36,0,39.5
2021-12-08,2021,12,8,5,0.04,42,34,1,38.0
2021-12-09,2021,12,9,7,0.0,39,31,0,35.0
2021-12-10,2021,12,10,5,0.0,50,38,0,44.0
2021-12-11,2021,12,11,8,0.17,66,45,1,55.5
2021-12-12,2021,12,12,13,0.0,56,42,0,49.0
2021-12-13,2021,12,13,10,0.0,53,40,0,46.5
2021-12-14,2021,12,14,5,0.0,53,44,0,48.5
2021-12-15,2021,12,15,6,0.0,57,40,0,48.5
2021-12-16,2021,12,16,8,0.0,62,54,0,58.0
2021-12-17,2021,12,17,8,0.0,60,48,0,54.0
2021-12-18,2021,12,18,5,0.06,48,39,1,43.5
2021-12-19,2021,12,19,7,0.02,45,28,1,36.5
2021-12-20,2021,12,20,6,0.0,37,25,0,31.0
2021-12-21,2021,12,21,4,0.0,43,31,0,37.0
2021-12-22,2021,12,22,3,0.12,47,33,1,40.0
2021-12-23,2021,12,23,5,0.0,36,31,0,33.5
2021-12-24,2021,12,24,7,0.03,40,30,1,35.0
2021-12-25,2021,12,25,5,0.16,52,36,1,44.0
2021-12-26,2021,12,26,1,0.0,51,39,0,45.0
2021-12-27,2021,12,27,5,0.09,39,34,1,36.5
2021-12-28,2021,12,28,6,0.05,47,36,1,41.5
2021-12-29,2021,12,29,4,0.14,44,41,1,42.5
2021-12-30,2021,12,30,3,0.05,49,43,1,46.0
2021-12-31,2021,12,31,1,0.0,55,48,1,51.5
2022-01-01,2022,1,1,7,0.79,56,50,1,53.0
2022-01-02,2022,1,2,4,0.04,59,37,1,48.0
2022-01-03,2022,1,3,3,0.0,37,22,0,29.5
2022-01-04,2022,1,4,3,0.0,34,19,0,26.5
2022-01-05,2022,1,5,7,0.23,47,31,1,39.0
2022-01-06,2022,1,6,4,0.0,41,34,0,37.5
2022-01-07,2022,1,7,6,0.38,34,25,1,29.5
2022-01-08,2022,1,8,4,0.0,30,20,0,25.0
2022-01-09,2022,1,9,9,0.1,40,29,1,34.5
2022-01-10,2022,1,10,5,0.0,40,24,0,32.0
2022-01-11,2022,1,11,2,0.0,24,15,1,19.5
2022-01-12,2022,1,12,4,0.0,40,20,0,30.0
2022-01-13,2022,1,13,9,0.0,48,34,0,41.0
2022-01-14,2022,1,14,12,0.0,43,21,0,32.0
2022-01-15,2022,1,15,4,0.0,21,10,0,15.5
2022-01-16,2022,1,16,4,0.37,37,10,1,23.5
2022-01-17,2022,1,17,5,1.16,44,34,1,39.0
2022-01-18,2022,1,18,5,0.0,36,29,0,32.5
2022-01-19,2022,1,19,8,0.0,49,28,0,38.5
2022-01-20,2022,1,20,7,0.3,46,22,1,34.0
2022-01-21,2022,1,21,4,0.0,22,14,0,18.0
2022-01-22,2022,1,22,11,0.0,29,13,0,21.0
2022-01-23,2022,1,23,7,0.02,37,24,1,30.5
2022-01-24,2022,1,24,5,0.0,36,26,0,31.0
2022-01-25,2022,1,25,4,0.0,42,28,0,35.0
2022-01-26,2022,1,26,8,0.0,28,20,0,24.0
2022-01-27,2022,1,27,7,0.0,32,17,0,24.5
2022-01-28,2022,1,28,9,0.13,32,29,1,30.5
2022-01-29,2022,1,29,7,0.77,29,12,1,20.5
2022-01-30,2022,1,30,5,0.0,26,12,0,19.0
2022-01-31,2022,1,31,6,0.0,31,21,0,26.0
2022-02-01,2022,2,1,13,0.0,36,23,0,29.5
2022-02-02,2022,2,2,10,0.0,47,32,1,39.5
2022-02-03,2022,2,3,11,0.42,52,42,1,47.0
2022-02-04,2022,2,4,11,0.72,57,26,1,41.5
2022-02-05,2022,2,5,9,0.0,27,19,0,23.0
2022-02-06,2022,2,6,9,0.0,30,17,0,23.5
2022-02-07,2022,2,7,6,0.15,37,30,1,33.5
2022-02-08,2022,2,8,6,0.07,45,32,1,38.5
2022-02-09,2022,2,9,5,0.0,46,29,0,37.5
2022-02-10,2022,2,10,7,0.0,54,37,0,45.5
2022-02-11,2022,2,11,9,0.0,57,38,0,47.5
2022-02-12,2022,2,12,10,0.0,59,42,0,50.5
2022-02-13,2022,2,13,10,0.23,42,25,1,33.5
2022-02-14,2022,2,14,11,0.0,25,16,0,20.5
2022-02-15,2022,2,15,5,0.0,30,16,0,23.0
2022-02-16,2022,2,16,4,0.0,49,28,0,38.5
2022-02-17,2022,2,17,13,0.31,68,49,1,58.5
2022-02-18,2022,2,18,6,0.33,63,27,1,45.0
2022-02-19,2022,2,19,7,0.0,40,23,0,31.5
2022-02-20,2022,2,20,7,0.0,36,21,0,28.5
2022-02-21,2022,2,21,6,0.0,55,32,0,43.5
2022-02-22,2022,2,22,8,0.26,61,37,1,49.0
2022-02-23,2022,2,23,11,0.0,68,35,0,51.5
2022-02-24,2022,2,24,8,0.0,35,29,0,32.0
2022-02-25,2022,2,25,4,0.74,41,26,1,33.5
2022-02-26,2022,2,26,7,0.0,37,24,0,30.5
2022-02-27,2022,2,27,7,0.0,48,28,0,38.0
2022-02-28,2022,2,28,4,0.0,36,26,0,31.0
2022-03-01,2022,3,1,7,0.0,48,31,0,39.5
2022-03-02,2022,3,2,6,0.0,52,40,0,46.0
2022-03-03,2022,3,3,7,0.03,48,24,0,36.0
2022-03-04,2022,3,4,8,0.0,37,21,0,29.0
2022-03-05,2022,3,5,12,0.0,46,32,0,39.0
2022-03-06,2022,3,6,9,0.06,68,43,1,55.5
2022-03-07,2022,3,7,12,0.03,74,50,0,62.0
2022-03-08,2022,3,8,4,0.0,50,39,0,44.5
2022-03-09,2022,3,9,5,0.56,41,33,1,37.0
2022-03-10,2022,3,10,10,0.0,51,33,1,42.0
2022-03-11,2022,3,11,7,0.0,55,40,0,47.5
2022-03-12,2022,3,12,7,0.5,48,24,1,36.0
2022-03-13,2022,3,13,7,0.0,35,22,0,28.5
2022-03-14,2022,3,14,5,0.0,56,33,0,44.5
2022-03-15,2022,3,15,4,0.0,68,46,0,57.0
2022-03-16,2022,3,16,9,0.0,67,48,0,57.5
2022-03-17,2022,3,17,6,0.08,53,45,1,49.0
2022-03-18,2022,3,18,10,0.0,74,50,1,62.0
2022-03-19,2022,3,19,3,0.05,70,49,1,59.5
2022-03-20,2022,3,20,11,0.0,61,46,0,53.5
2022-03-21,2022,3,21,8,0.0,62,44,0,53.0
2022-03-22,2022,3,22,9,0.0,58,43,0,50.5
2022-03-23,2022,3,23,11,0.06,49,38,1,43.5
2022-03-24,2022,3,24,6,0.93,47,38,1,42.5
2022-03-25,2022,3,25,11,0.02,60,44,1,52.0
2022-03-26,2022,3,26,10,0.0,53,42,0,47.5
2022-03-27,2022,3,27,5,0.0,46,28,0,37.0
2022-03-28,2022,3,28,3,0.0,33,23,0,28.0
2022-03-29,2022,3,29,6,0.0,38,24,0,31.0
2022-03-30,2022,3,30,7,0.0,47,29,0,38.0
2022-03-31,2022,3,31,10,0.07,66,45,1,55.5
2022-04-01,2022,4,1,9,0.28,61,43,1,52.0
2022-04-02,2022,4,2,10,0.0,54,38,0,46.0
2022-04-03,2022,4,3,13,0.12,48,40,1,44.0
2022-04-04,2022,4,4,9,0.0,54,39,0,46.5
2022-04-05,2022,4,5,15,0.04,57,45,1,51.0
2022-04-06,2022,4,6,5,0.45,53,44,1,48.5
2022-04-07,2022,4,7,5,1.12,54,45,1,49.5
2022-04-08,2022,4,8,13,0.03,65,49,1,57.0
2022-04-09,2022,4,9,9,0.05,55,47,0,51.0
2022-04-10,2022,4,10,11,0.0,50,42,0,46.0
2022-04-11,2022,4,11,4,0.0,61,40,0,50.5
2022-04-12,2022,4,12,10,0.07,72,50,1,61.0
2022-04-13,2022,4,13,7,0.0,71,55,0,63.0
2022-04-14,2022,4,14,16,0.06,79,57,0,68.0
2022-04-15,2022,4,15,13,0.0,70,52,0,61.0
2022-04-16,2022,4,16,13,0.2,73,44,1,58.5
2022-04-17,2022,4,17,8,0.0,51,41,0,46.0
2022-04-18,2022,4,18,8,0.85,54,39,1,46.5
2022-04-19,2022,4,19,9,1.24,50,39,1,44.5
2022-04-20,2022,4,20,14,0.0,60,42,0,51.0
2022-04-21,2022,4,21,11,0.0,59,44,0,51.5
2022-04-22,2022,4,22,24,0.0,70,53,0,61.5
2022-04-23,2022,4,23,17,0.0,65,51,0,58.0
2022-04-24,2022,4,24,6,0.0,63,48,0,55.5
2022-04-25,2022,4,25,10,0.0,58,46,0,52.0
2022-04-26,2022,4,26,17,0.02,60,52,1,56.0
2022-04-27,2022,4,27,13,0.0,58,41,0,49.5
2022-04-28,2022,4,28,8,0.0,58,40,0,49.0
2022-04-29,2022,4,29,10,0.0,63,41,0,52.0
2022-04-30,2022,4,30,18,0.0,68,44,0,56.0
2022-05-01,2022,5,1,15,0.0,69,47,0,58.0
2022-05-02,2022,5,2,4,0.23,56,51,1,53.5
2022-05-03,2022,5,3,13,0.0,62,51,0,56.5
2022-05-04,2022,5,4,10,0.08,65,50,1,57.5
2022-05-05,2022,5,5,13,0.0,74,56,0,65.0
2022-05-06,2022,5,6,7,0.69,61,49,1,55.0
2022-05-07,2022,5,7,12,0.92,50,45,1,47.5
2022-05-08,2022,5,8,8,0.0,58,45,0,51.5
2022-05-09,2022,5,9,11,0.0,70,47,0,58.5
2022-05-10,2022,5,10,7,0.0,73,51,0,62.0
2022-05-11,2022,5,11,9,0.0,75,53,0,64.0
2022-05-12,2022,5,12,14,0.0,75,58,1,66.5
2022-05-13,2022,5,13,7,0.03,72,57,1,64.5
2022-05-14,2022,5,14,10,0.22,72,60,1,66.0
2022-05-15,2022,5,15,13,0.1,76,60,1,68.0
2022-05-16,2022,5,16,11,0.12,75,61,1,68.0
2022-05-17,2022,5,17,7,0.0,77,57,0,67.0
2022-05-18,2022,5,18,6,0.01,72,55,0,63.5
2022-05-19,2022,5,19,13,0.73,66,54,1,60.0
2022-05-20,2022,5,20,7,0.4,69,55,1,62.0
2022-05-21,2022,5,21,13,0.0,90,62,1,76.0
2022-05-22,2022,5,22,13,0.0,89,72,0,80.5
2022-05-23,2022,5,23,9,0.0,73,61,0,67.0
2022-05-24,2022,5,24,7,0.0,67,57,0,62.0
2022-05-25,2022,5,25,12,0.0,70,53,0,61.5
2022-05-26,2022,5,26,5,0.0,70,54,0,62.0
2022-05-27,2022,5,27,10,0.27,80,65,1,72.5
2022-05-28,2022,5,28,9,0.72,74,63,1,68.5
2022-05-29,2022,5,29,9,0.0,77,59,0,68.0
2022-05-30,2022,5,30,23,0.0,84,63,0,73.5
2022-05-31,2022,5,31,6,0.0,93,65,0,79.0
2022-06-01,2022,6,1,13,0.71,72,60,1,66.0
2022-06-02,2022,6,2,7,0.45,79,62,1,70.5
2022-06-03,2022,6,3,9,0.0,76,62,1,69.0
2022-06-04,2022,6,4,16,0.0,80,61,0,70.5
2022-06-05,2022,6,5,14,0.0,77,57,0,67.0
2022-06-06,2022,6,6,10,0.0,80,63,0,71.5
2022-06-07,2022,6,7,5,0.08,78,63,0,70.5
2022-06-08,2022,6,8,14,0.03,82,66,1,74.0
2022-06-09,2022,6,9,14,0.83,81,65,1,73.0
2022-06-10,2022,6,10,13,0.0,77,63,0,70.0
2022-06-11,2022,6,11,7,0.0,74,66,0,70.0
2022-06-12,2022,6,12,11,0.05,72,63,1,67.5
2022-06-13,2022,6,13,10,0.0,85,68,1,76.5
2022-06-14,2022,6,14,5,0.0,81,68,0,74.5
2022-06-15,2022,6,15,13,0.0,83,66,0,74.5
2022-06-16,2022,6,16,7,0.32,71,61,1,66.0
2022-06-17,2022,6,17,16,0.0,88,69,0,78.5
2022-06-18,2022,6,18,12,0.0,75,58,0,66.5
2022-06-19,2022,6,19,12,0.0,73,54,0,63.5
2022-06-20,2022,6,20,14,0.0,78,57,0,67.5
2022-06-21,2022,6,21,12,0.06,80,63,1,71.5
2022-06-22,2022,6,22,8,0.02,67,62,1,64.5
2022-06-23,2022,6,23,10,0.08,74,61,1,67.5
2022-06-24,2022,6,24,13,0.0,81,63,1,72.0
2022-06-25,2022,6,25,15,0.0,90,69,0,79.5
2022-06-26,2022,6,26,11,0.0,89,74,0,81.5
2022-06-27,2022,6,27,8,0.29,77,69,1,73.0
2022-06-28,2022,6,28,9,0.0,79,66,0,72.5
2022-06-29,2022,6,29,13,0.0,84,66,0,75.0
2022-06-30,2022,6,30,13,0.0,86,69,0,77.5
2022-07-01,2022,7,1,10,0.0,91,73,0,82.0
2022-07-02,2022,7,2,11,0.0,87,73,0,80.0
2022-07-03,2022,7,3,13,0.0,88,73,0,80.5
2022-07-04,2022,7,4,16,0.0,85,65,0,75.0
2022-07-05,2022,7,5,8,0.09,87,70,1,78.5
2022-07-06,2022,7,6,10,0.0,85,71,1,78.0
2022-07-07,2022,7,7,10,0.0,84,69,0,76.5
2022-07-08,2022,7,8,16,0.24,83,68,1,75.5
2022-07-09,2022,7,9,15,0.0,85,71,0,78.0
2022-07-10,2022,7,10,14,0.0,83,67,0,75.0
2022-07-11,2022,7,11,8,0.0,85,67,0,76.0
2022-07-12,2022,7,12,19,0.0,90,70,0,80.0
2022-07-13,2022,7,13,8,0.0,91,74,0,82.5
2022-07-14,2022,7,14,14,0.0,90,72,0,81.0
2022-07-15,2022,7,15,13,0.0,86,73,0,79.5
2022-07-16,2022,7,16,13,1.11,85,66,1,75.5
2022-07-17,2022,7,17,12,0.0,83,71,0,77.0
2022-07-18,2022,7,18,6,1.85,81,69,1,75.0
2022-07-19,2022,7,19,10,0.0,90,73,0,81.5
2022-07-20,2022,7,20,5,0.0,95,78,0,86.5
2022-07-21,2022,7,21,14,0.16,92,74,1,83.0
2022-07-22,2022,7,22,12,0.0,94,78,0,86.0
2022-07-23,2022,7,23,10,0.0,95,78,0,86.5
2022-07-24,2022,7,24,8,0.0,95,79,0,87.0
2022-07-25,2022,7,25,5,0.98,86,73,1,79.5
2022-07-26,2022,7,26,8,0.0,81,71,0,76.0
2022-07-27,2022,7,27,14,0.0,85,70,0,77.5
2022-07-28,2022,7,28,9,0.02,87,73,1,80.0
2022-07-29,2022,7,29,10,0.1,85,72,1,78.5
2022-07-30,2022,7,30,16,0.0,87,73,0,80.0
2022-07-31,2022,7,31,12,0.0,86,71,0,78.5
2022-08-01,2022,8,1,12,0.48,77,68,1,72.5
2022-08-02,2022,8,2,13,0.0,90,72,0,81.0
2022-08-03,2022,8,3,10,0.0,89,71,0,80.0
2022-08-04,2022,8,4,10,0.0,93,76,0,84.5
2022-08-05,2022,8,5,12,0.0,89,78,0,83.5
2022-08-06,2022,8,6,7,0.0,92,77,0,84.5
2022-08-07,2022,8,7,4,0.16,92,76,1,84.0
2022-08-08,2022,8,8,8,0.0,93,79,0,86.0
2022-08-09,2022,8,9,3,0.03,97,78,0,87.5
2022-08-10,2022,8,10,12,0.0,87,75,0,81.0
2022-08-11,2022,8,11,10,0.11,89,72,1,80.5
2022-08-12,2022,8,12,9,0.0,85,71,0,78.0
2022-08-13,2022,8,13,11,0.0,79,65,0,72.0
